scenario,year,region,pv_tfp,wind_tfp,macro_tfp,calibrate_gdp,calibrate_power,calibrate_capacity
C,2017,Australia_Oceania,0.545850260181068,0.9047175630467402,1.0003736988638863,0.0,0.0,0.0
C,2017,China,1.0,1.0,0.9999766600003124,0.0,0.0,0.0
C,2017,Japan,0.6858374096085583,1.0,1.0005827939070984,0.0,0.0,0.0
C,2017,South Korea,0.6906568379622726,1.0,1.0005746387521197,0.0,0.0,0.0
C,2017,Rest of World,1.0,1.0,1.0000051947562145,0.0,0.0,0.0
C,2017,Southeast Asia,1.0,1.0,1.0000218463859054,0.0,0.0,0.0
C,2017,"Central, Western and South Asia",1.0,0.934671136232059,1.0000632421933142,0.0,0.0,0.0
C,2017,India,0.42877124889723184,0.8817419487704883,0.9999876184984722,0.0,0.0,0.0
C,2017,Canada,1.0,0.9671170255566777,1.0000085574389852,0.0,0.0,0.0
C,2017,United States,0.7119568256305581,0.846574575645588,1.0001449444016095,0.0,0.0,0.0
C,2017,Rest of America,1.0,1.0,0.9999976668435157,0.0,0.0,0.0
C,2017,Brazil,0.5127790988443778,0.9715420521424664,1.0000010911296826,0.0,0.0,0.0
C,2017,"EU, UK and EFTA",0.7040990147730305,0.9363722696657151,1.000201945540916,0.0,0.0,0.0
C,2017,Eastern Europe,1.0,1.0,0.9998673298725127,0.0,0.0,0.0
C,2017,Russia,1.0,1.0,1.0001167343354946,0.0,0.0,0.0
C,2017,North Africa,1.0,1.0,1.0001023985021573,0.0,0.0,0.0
C,2017,Sub Saharan,1.0,1.0,1.0000388814031422,0.0,0.0,0.0
C,2017,South Africa,1.0,1.0,1.0000019237388154,0.0,0.0,0.0
C,2020,Australia_Oceania,0.6644831552860844,1.0109330501977403,1.0361280050317996,0.0,0.0,0.0
C,2020,China,1.7992140675587056,0.9982622444332242,1.1603564219315563,0.0,0.0,0.0
C,2020,Japan,0.7508464563696566,1.115564755547483,1.0320295276030136,0.0,0.0,0.0
C,2020,South Korea,0.9012278604769711,1.115564755547483,1.0707394942041755,0.0,0.0,0.0
C,2020,Rest of World,1.4326117611494549,1.115564755547483,1.0692788313698545,0.0,0.0,0.0
C,2020,Southeast Asia,1.4326117611494549,1.115564755547483,1.1548128161484448,0.0,0.0,0.0
C,2020,"Central, Western and South Asia",1.4326117611494549,0.9746012861451069,1.1474596258258734,0.0,0.0,0.0
C,2020,India,0.5250642879922969,0.969407117355554,1.1496519622839503,0.0,0.0,0.0
C,2020,Canada,1.4326117611494549,0.9537268833002036,1.03745884368358,0.0,0.0,0.0
C,2020,United States,1.0182709971539585,0.8864638917678497,1.0716403315055336,0.0,0.0,0.0
C,2020,Rest of America,1.4326117611494549,1.115564755547483,1.0551382221963452,0.0,0.0,0.0
C,2020,Brazil,0.6489175429331331,1.1287942735044463,1.0553713745859712,0.0,0.0,0.0
C,2020,"EU, UK and EFTA",0.7392098657032015,0.9873345151042944,1.067479211970611,0.0,0.0,0.0
C,2020,Eastern Europe,1.4326117611494549,1.115564755547483,1.0618624063446944,0.0,0.0,0.0
C,2020,Russia,1.4326117611494549,1.115564755547483,1.0977244082682496,0.0,0.0,0.0
C,2020,North Africa,1.4326117611494549,1.115564755547483,1.164074792532438,0.0,0.0,0.0
C,2020,Sub Saharan,1.4326117611494549,1.115564755547483,1.10495466823681,0.0,0.0,0.0
C,2020,South Africa,1.4326117611494549,1.115564755547483,1.0267262228616139,0.0,0.0,0.0
C,2025,Australia_Oceania,0.740306148835556,1.1643199731162797,1.022814071453193,0.0,0.0,0.0
C,2025,China,2.333049287331037,1.7350331399503898,1.402746039579213,0.0,0.0,0.0
C,2025,Japan,0.7681543390088241,1.29434426899172,1.0817984036091028,0.0,0.0,0.0
C,2025,South Korea,0.8807555807090052,1.29434426899172,1.153975759595378,0.0,0.0,0.0
C,2025,Rest of World,2.525219108342481,1.29434426899172,1.144820985976668,0.0,0.0,0.0
C,2025,Southeast Asia,2.525219108342481,1.29434426899172,1.3074375688740114,0.0,0.0,0.0
C,2025,"Central, Western and South Asia",2.525219108342481,1.0480817204901345,1.313883303443329,0.0,0.0,0.0
C,2025,India,0.5583232001243201,0.9472193059963934,1.3974839965850532,0.0,0.0,0.0
C,2025,Canada,2.525219108342481,1.0972085844342454,1.0651850640050011,0.0,0.0,0.0
C,2025,United States,1.4656106697954554,1.1516172291398268,1.1786850008408005,0.0,0.0,0.0
C,2025,Rest of America,2.525219108342481,1.29434426899172,1.1608615703800682,0.0,0.0,0.0
C,2025,Brazil,0.7938969597191158,1.1679929647096468,1.2111359474753285,0.0,0.0,0.0
C,2025,"EU, UK and EFTA",0.7588472172849398,1.1224555826220848,1.1183499686720757,0.0,0.0,0.0
C,2025,Eastern Europe,2.525219108342481,1.29434426899172,1.1907200037900896,0.0,0.0,0.0
C,2025,Russia,2.525219108342481,1.29434426899172,1.2666705034889532,0.0,0.0,0.0
C,2025,North Africa,2.525219108342481,1.29434426899172,1.4226415840114315,0.0,0.0,0.0
C,2025,Sub Saharan,2.525219108342481,1.29434426899172,1.1089670329844248,0.0,0.0,0.0
C,2025,South Africa,2.525219108342481,1.29434426899172,1.0561912858462736,0.0,0.0,0.0
C,2030,Australia_Oceania,0.740306148835556,1.1643199731162797,1.0497508803727473,0.0,0.0,0.0
C,2030,China,2.333049287331037,1.7350331399503898,1.6235773287525754,0.0,0.0,0.0
C,2030,Japan,0.7681543390088241,1.443674885273872,1.1400502427045123,0.0,0.0,0.0
C,2030,South Korea,0.8807555807090052,1.443674885273872,1.2474520539072438,0.0,0.0,0.0
C,2030,Rest of World,3.8105834511056513,1.443674885273872,1.2324721410115047,0.0,0.0,0.0
C,2030,Southeast Asia,3.8105834511056513,1.443674885273872,1.554311527111391,0.0,0.0,0.0
C,2030,"Central, Western and South Asia",3.8105834511056513,1.0480817204901345,1.5173487192692245,0.0,0.0,0.0
C,2030,India,0.5583232001243201,0.9472193059963934,1.8089114451707224,0.0,0.0,0.0
C,2030,Canada,3.8105834511056513,1.0972085844342454,1.1106516824394768,0.0,0.0,0.0
C,2030,United States,1.4656106697954554,1.1516172291398268,1.2759962474195903,0.0,0.0,0.0
C,2030,Rest of America,3.8105834511056513,1.443674885273872,1.2982528851232227,0.0,0.0,0.0
C,2030,Brazil,0.7938969597191158,1.1679929647096468,1.3555010636497098,0.0,0.0,0.0
C,2030,"EU, UK and EFTA",0.7588472172849398,1.1224555826220872,1.2189399386504407,0.0,0.0,0.0
C,2030,Eastern Europe,3.8105834511056513,1.443674885273872,1.2987532353543938,0.0,0.0,0.0
C,2030,Russia,3.8105834511056513,1.443674885273872,1.3681851634181266,0.0,0.0,0.0
C,2030,North Africa,3.8105834511056513,1.443674885273872,1.7879414186252678,0.0,0.0,0.0
C,2030,Sub Saharan,3.8105834511056513,1.443674885273872,1.1556035713653008,0.0,0.0,0.0
C,2030,South Africa,3.8105834511056513,1.443674885273872,1.1259426929763552,0.0,0.0,0.0
C,2035,Australia_Oceania,0.740306148835556,1.1643199731162797,1.1477899378746688,0.0,0.0,0.0
C,2035,China,2.333049287331037,1.7350331399503898,1.8155397097561423,0.0,0.0,0.0
C,2035,Japan,0.7681543390088241,1.443674885273872,1.1911248121720668,0.0,0.0,0.0
C,2035,South Korea,0.8807555807090052,1.443674885273872,1.28698309593181,0.0,0.0,0.0
C,2035,Rest of World,3.8105834511056513,1.443674885273872,1.3375364617757315,0.0,0.0,0.0
C,2035,Southeast Asia,3.8105834511056513,1.443674885273872,1.775070663205666,0.0,0.0,0.0
C,2035,"Central, Western and South Asia",3.8105834511056513,1.0480817204901345,1.7232642195423735,0.0,0.0,0.0
C,2035,India,0.5583232001243201,0.9472193059963934,2.084156007448979,0.0,0.0,0.0
C,2035,Canada,3.8105834511056513,1.0972085844342454,1.1740691131394831,0.0,0.0,0.0
C,2035,United States,1.4656106697954554,1.1516172291398268,1.3489011093189147,0.0,0.0,0.0
C,2035,Rest of America,3.8105834511056513,1.443674885273872,1.4913490934708926,0.0,0.0,0.0
C,2035,Brazil,0.7938969597191158,1.1679929647096468,1.5079541758974684,0.0,0.0,0.0
C,2035,"EU, UK and EFTA",0.7588472172849398,1.1224555826222224,1.3376535797179934,0.0,0.0,0.0
C,2035,Eastern Europe,3.8105834511056513,1.443674885273872,1.4831834109586122,0.0,0.0,0.0
C,2035,Russia,3.8105834511056513,1.443674885273872,1.4855219451265822,0.0,0.0,0.0
C,2035,North Africa,3.8105834511056513,1.443674885273872,2.0231219581358357,0.0,0.0,0.0
C,2035,Sub Saharan,3.8105834511056513,1.443674885273872,1.4180138459500584,0.0,0.0,0.0
C,2035,South Africa,3.8105834511056513,1.443674885273872,1.2941436914757658,0.0,0.0,0.0
C,2040,Australia_Oceania,0.740306148835556,1.1643199731162797,1.2225948589635556,0.0,0.0,0.0
C,2040,China,2.333049287331037,1.7350331399503869,1.978316806519388,0.0,0.0,0.0
C,2040,Japan,0.7681543390088241,1.443674885273872,1.2291024150012635,0.0,0.0,0.0
C,2040,South Korea,0.8807555807090052,1.443674885273872,1.3134543449886,0.0,0.0,0.0
C,2040,Rest of World,3.8105834511056513,1.443674885273872,1.4336017869462852,0.0,0.0,0.0
C,2040,Southeast Asia,3.8105834511056513,1.443674885273872,1.981733485608708,0.0,0.0,0.0
C,2040,"Central, Western and South Asia",3.8105834511056513,1.0480817204901345,1.891775971903737,0.0,0.0,0.0
C,2040,India,0.5583232001243201,0.9472193059963934,2.3434385744716937,0.0,0.0,0.0
C,2040,Canada,3.8105834511056513,1.0972085844342454,1.2305584550608089,0.0,0.0,0.0
C,2040,United States,1.4656106697954554,1.1516172291398268,1.4064807777667865,0.0,0.0,0.0
C,2040,Rest of America,3.8105834511056513,1.443674885273872,1.664569966785858,0.0,0.0,0.0
C,2040,Brazil,0.7938969597191158,1.1679929647096468,1.6483995009629842,0.0,0.0,0.0
C,2040,"EU, UK and EFTA",0.7588472172849398,1.1224555826221678,1.428135629063597,0.0,0.0,0.0
C,2040,Eastern Europe,3.8105834511056513,1.443674885273872,1.6247675529431673,0.0,0.0,0.0
C,2040,Russia,3.8105834511056513,1.443674885273872,1.5653924115817293,0.0,0.0,0.0
C,2040,North Africa,3.8105834511056513,1.443674885273872,2.2763255277029435,0.0,0.0,0.0
C,2040,Sub Saharan,3.8105834511056513,1.443674885273872,1.7075179319788687,0.0,0.0,0.0
C,2040,South Africa,3.8105834511056513,1.443674885273872,1.455896825002178,0.0,0.0,0.0
C,2045,Australia_Oceania,0.740306148835556,1.1643199731162797,1.2878823740331515,0.0,0.0,0.0
C,2045,China,2.3330492873310447,1.7350331399503898,2.1437173012744286,0.0,0.0,0.0
C,2045,Japan,0.7681543390088241,1.443674885273872,1.2657837497640207,0.0,0.0,0.0
C,2045,South Korea,0.8807555807090052,1.443674885273872,1.33720678873564,0.0,0.0,0.0
C,2045,Rest of World,3.8105834511056513,1.443674885273872,1.5091246767921953,0.0,0.0,0.0
C,2045,Southeast Asia,3.8105834511056513,1.443674885273872,2.1795836953281444,0.0,0.0,0.0
C,2045,"Central, Western and South Asia",3.8105834511056513,1.0480817204901345,2.030734916369258,0.0,0.0,0.0
C,2045,India,0.5583232001243201,0.9472193059963934,2.675011835127797,0.0,0.0,0.0
C,2045,Canada,3.8105834511056513,1.0972085844342454,1.2808983028736705,0.0,0.0,0.0
C,2045,United States,1.4656106697954554,1.1516172291398268,1.45816904202821,0.0,0.0,0.0
C,2045,Rest of America,3.8105834511056513,1.443674885273872,1.8178331057590271,0.0,0.0,0.0
C,2045,Brazil,0.7938969597191158,1.1679929647096468,1.793667057109353,0.0,0.0,0.0
C,2045,"EU, UK and EFTA",0.7588472172849398,1.122455582622104,1.5049935768949816,0.0,0.0,0.0
C,2045,Eastern Europe,3.8105834511056513,1.443674885273872,1.7348110930762448,0.0,0.0,0.0
C,2045,Russia,3.8105834511056513,1.443674885273872,1.6137376949350146,0.0,0.0,0.0
C,2045,North Africa,3.8105834511056513,1.443674885273872,2.5262786001435225,0.0,0.0,0.0
C,2045,Sub Saharan,3.8105834511056513,1.443674885273872,1.9889825737628788,0.0,0.0,0.0
C,2045,South Africa,3.8105834511056513,1.443674885273872,1.5903964657100949,0.0,0.0,0.0
C,2050,Australia_Oceania,0.740306148835556,1.1643199731162797,1.345278009747906,0.0,0.0,0.0
C,2050,China,2.333049287331037,1.7350331399503898,2.3080892500646426,0.0,0.0,0.0
C,2050,Japan,0.7681543390088241,1.443674885273872,1.3022947233968483,0.0,0.0,0.0
C,2050,South Korea,0.8807555807090052,1.443674885273872,1.3612673914591296,0.0,0.0,0.0
C,2050,Rest of World,3.8105834511056513,1.443674885273872,1.5746440403442663,0.0,0.0,0.0
C,2050,Southeast Asia,3.8105834511056513,1.443674885273872,2.421828279405318,0.0,0.0,0.0
C,2050,"Central, Western and South Asia",3.8105834511056513,1.0480817204901345,2.153223230224324,0.0,0.0,0.0
C,2050,India,0.5583232001243201,0.9472193059963934,3.669515821778171,0.0,0.0,0.0
C,2050,Canada,3.8105834511056513,1.0972085844342454,1.3252136430563424,0.0,0.0,0.0
C,2050,United States,1.4656106697954554,1.1516172291398268,1.500430532719439,0.0,0.0,0.0
C,2050,Rest of America,3.8105834511056513,1.443674885273872,1.951849908783856,0.0,0.0,0.0
C,2050,Brazil,0.7938969597191158,1.1679929647096468,1.9394062061583455,0.0,0.0,0.0
C,2050,"EU, UK and EFTA",0.7588472172849398,1.1224555826219365,1.5718914512102975,0.0,0.0,0.0
C,2050,Eastern Europe,3.8105834511056513,1.443674885273872,1.826327127455908,0.0,0.0,0.0
C,2050,Russia,3.8105834511056513,1.443674885273872,1.6416934230165916,0.0,0.0,0.0
C,2050,North Africa,3.8105834511056513,1.443674885273872,2.783840393656045,0.0,0.0,0.0
C,2050,Sub Saharan,3.8105834511056513,1.443674885273872,2.2673572258669656,0.0,0.0,0.0
C,2050,South Africa,3.8105834511056513,1.443674885273872,1.7011068516829273,0.0,0.0,0.0
